year,week,player,brier,pick_acc,conf_rank_corr,conf_mae
2025,5,Piru’s Picks,0.12656523674562686,0.7857142857142857,0.7978021978021977,1.5714285714285714
2025,5,OneNDone,0.13564262099611274,0.7857142857142857,0.8461538461538461,1.7142857142857142
2025,5,Bfense,0.06205832738581146,0.9285714285714286,0.6879120879120879,2.5714285714285716
2025,5,Balz Deep,0.10842279659985422,0.8571428571428571,0.5120879120879122,3.0
2025,5,Lenny,0.12111566268887362,0.8571428571428571,0.6571428571428571,3.0
2025,5,mk3415,0.17247105619047617,0.7142857142857143,0.5824175824175825,2.7142857142857144
2025,5,Rent’s Due Again,0.209652033459671,0.5714285714285714,0.7406593406593407,2.2857142857142856
2025,5,More Birdies,0.1023366653170554,0.9285714285714286,0.6835164835164835,2.142857142857143
2025,5,Hennything Possible,0.04354019183794946,1.0,0.8197802197802198,1.7142857142857142
2025,5,Brown$ 42,0.04410785231413994,1.0,0.9208791208791209,1.0
2025,5,Loveland for ROY,0.22539715902008312,0.6428571428571429,0.6527472527472528,2.7142857142857144
2025,5,Ballbusters,0.07306892960448642,0.9285714285714286,0.7890109890109891,1.5714285714285714
2025,5,Gman,0.10693396357847641,0.8571428571428571,0.9472527472527472,0.8571428571428571
2025,5,OB1,0.07851633968144045,0.8571428571428571,0.7978021978021977,1.8571428571428572
2025,5,Mopar,0.05739069436345968,0.9285714285714286,0.6395604395604396,2.7142857142857144
2025,5,Rcdinero,0.18170928504494657,0.7142857142857143,0.7626373626373627,2.2857142857142856
2025,5,BIZARRO PICKS,0.15522639316358872,0.7142857142857143,0.4153846153846154,3.857142857142857
2025,5,ShowMeYourTDs,0.06435870498760855,0.9285714285714286,0.7626373626373627,2.142857142857143
2025,5,Sixto23,0.10221670600583091,0.8571428571428571,0.7098901098901099,2.142857142857143
2025,5,Alan N,0.22096071431608358,0.6428571428571429,0.6879120879120879,2.5714285714285716
